Time (s),Range (mm),Range Avg 3 (mm),Range Avg 5 (mm),Range Avg 8 (mm),Range Avg 10 (mm),Lumens (0dB),Velocity Avg 3 (mm/s),Velocity Avg 10 (mm/s),Velocity Avg 3 Manual (mm/s),Average of Vel Avg 3,Average of Manual Vel Avg 3
26.84,38,40.333333333333336,40.6,40.125,40.1,7.36,-9.168894830659553,-1.4627896613190785,-7.843137254902018,-3.2822093483858388,-0.531045751634009
27.0,38,38.666666666666664,40.2,39.875,40.0,7.42,-8.48118279569897,-1.678763440860223,-10.416666666666687,-7.150936946952167,-6.086601307189571
27.15,37,37.666666666666664,39.2,39.75,39.6,7.36,-4.448924731182814,-2.2836021505376323,-6.66666666666673,-7.366334119180446,-8.308823529411812
27.31,37,37.333333333333336,38.0,39.375,39.3,7.3,0.0,-0.6250000000000142,-2.083333333333302,-4.310035842293928,-6.388888888888907
27.47,39,37.666666666666664,37.8,39.25,39.4,7.23,-0.8281342840166275,-1.1040552584670138,2.083333333333302,-1.759019671733147,-2.2222222222222445
27.64,35,37.0,37.2,38.375,38.9,7.1,-2.9745989304812497,-2.71390374331547,-3.921568627450927,-1.267577738165959,-1.3071895424836437
27.8,36,36.666666666666664,36.8,37.5,38.5,7.1,-6.74283154121872,-3.9623655913978837,-2.0833333333333464,-3.5151882519055326,-1.3071895424836584
27.95,34,35.0,36.2,36.75,37.7,7.04,-6.742831541218706,-5.474462365591435,-11.111111111111201,-5.486754004306225,-5.7053376906318265
28.11,34,34.666666666666664,35.6,36.25,36.8,6.91,-2.0833333333333144,-4.375000000000014,-2.0833333333333464,-5.18966547192358,-5.092592592592633
28.27,35,34.333333333333336,34.8,35.875,36.3,6.85,0.8281342840166133,-2.1802584670231653,-2.083333333333302,-2.6660101968451357,-5.092592592592617
28.44,36,35.0,35.0,35.75,36.1,6.78,-0.24509803921570494,-2.5022281639928536,3.921568627450927,-0.500099029510802,-0.0816993464052415
28.6,32,34.333333333333336,34.2,35.125,35.5,6.78,-3.163082437276003,-2.84677419354837,-4.166666666666648,-0.8600153974916983,-0.7761437908496754
28.75,34,34.0,34.2,34.5,35.2,6.85,-2.155017921146978,-1.6370967741935516,-2.222222222222259,-1.8543994658795622,-0.8224400871459944
28.91,35,33.666666666666664,34.4,34.5,35.0,6.85,2.0833333333333144,-1.875,-2.0833333333333464,-1.078255675029889,-2.8240740740740855
29.07,35,34.666666666666664,34.4,34.375,34.6,6.85,4.170380273321442,-1.2878787878787818,6.249999999999995,1.3662318951692594,0.6481481481481287
29.24,35,35.0,34.2,34.5,34.6,6.78,-0.12254901960781694,-0.6439393939393909,1.9607843137255254,2.0437215290156465,2.0424836601307237
29.4,34,34.666666666666664,34.6,34.5,34.4,6.78,-4.4489247311827285,-1.2930107526881471,-2.0833333333333464,-0.13369782582303458,2.0424836601307237
29.55,32,33.666666666666664,34.2,34.125,34.2,6.78,-3.4408602150537035,-0.38575268817204744,-6.666666666666572,-2.67077798861475,-2.263071895424799
29.71,35,33.666666666666664,34.2,34.0,34.3,6.78,0.0,0.0,0.0,-2.629928315412144,-2.9166666666666408
29.87,34,33.666666666666664,34.0,34.25,34.2,6.91,0.950683303624487,-1.177584670231738,0.0,-0.8300589704764055,-2.2222222222221917
30.04,33,34.0,33.6,34.125,33.9,6.85,-0.12254901960781694,-0.2116755793226588,1.9607843137255254,0.27604476133889005,0.6535947712418407
30.2,34,33.666666666666664,33.6,34.0,34.1,6.85,-2.0833333333333286,0.3125000000000142,-2.0833333333333464,-0.4183996831055528,-0.04084967320260802
30.36,33,33.333333333333336,33.8,33.75,34.0,6.85,-2.0833333333333286,-1.25,-2.083333333333302,-1.4297385620914913,-0.735294117647042
30.52,32,33.0,33.2,33.375,33.7,6.85,-1.0080645161290391,-1.25134408602149,-2.0833333333333464,-1.7249103942652322,-2.0833333333333326
30.67,34,33.0,33.2,33.375,33.6,6.78,-0.8417508417508515,-1.1212121212121389,0.0,-1.3110495637377397,-1.388888888888884
