Time (s),Displacement (mm),Velocity Gradient,Velocity Derivative,,,,,,,,,,
36.567,13.782,-0.48016934,0.470588235,,,,,,,,,,
36.583,13.76,-0.137923351,-1.375,,,,,,,,,,
36.6,13.78,0.794117647,1.176470588,,,,,,,,,,
36.617,13.787,-0.057932264,0.411764706,,,,,,,,,,
36.633,13.779,-0.057932264,-0.5,,,,,,,,,,
36.65,13.786,-0.058823529,0.411764706,,,,,,,,,,
36.667,13.777,-1.222593583,-0.529411765,,,,,,,,,,
36.683,13.747,-1.222593583,-1.875,,,,,,,,,,
36.7,13.738,-0.117647059,-0.529411765,,,,,,,,,,
36.717,13.743,0.142602496,0.294117647,,,,,,,,,,
36.733,13.743,-0.65597148,0,,,,,,,,,,
36.75,13.72,-0.764705882,-1.352941176,,,,,,,,,,
36.767,13.717,-0.085561497,-0.176470588,,,,,,,,,,
36.783,13.717,-0.256684492,0,,,,,,,,,,
36.8,13.708,-0.470588235,-0.529411765,,,,,,,,,,
36.817,13.701,-0.006461676,-0.411764706,,,,,,,,,,
36.833,13.707,0.392825312,0.375,,,,,,,,,,
36.85,13.714,-0.794117647,0.411764706,,,,,,,,,,
36.867,13.68,-1.356060606,-2,,,,,,,,,,
36.883,13.668,-0.471925134,-0.75,,,,,,,,,,
36.9,13.665,-0.441176471,-0.176470588,,,,,,,,,,
36.917,13.653,-1.533533868,-0.705882353,,,,,,,,,,
36.933,13.616,-1.305369875,-2.3125,,,,,,,,,,
36.95,13.612,0.176470588,-0.235294118,,,,,,,,,,
36.967,13.622,-1.517825312,0.588235294,,,,,,,,,,
36.983,13.566,-2.088235294,-3.5,,,,,,,,,,
37,13.556,-0.470588235,-0.588235294,,,,,,,,,,
37.017,13.55,-0.396501783,-0.352941176,,,,,,,,,,
37.033,13.543,-1.166555258,-0.4375,,,,,,,,,,
37.05,13.51,-1.764705882,-1.941176471,,,,,,,,,,
37.067,13.483,-0.705659537,-1.588235294,,,,,,,,,,
37.083,13.485,-0.762700535,0.125,,,,,,,,,,
37.1,13.456,-2.147058824,-1.705882353,,,,,,,,,,
37.117,13.412,-0.482174688,-2.588235294,,,,,,,,,,
37.133,13.436,-0.196969697,1.5,,,,,,,,,,
37.15,13.402,-1.970588235,-2,,,,,,,,,,
37.167,13.369,-2.132464349,-1.941176471,,,,,,,,,,
37.183,13.332,-1.761697861,-2.3125,,,,,,,,,,
37.2,13.312,-0.794117647,-1.176470588,,,,,,,,,,
37.217,13.305,-0.907976827,-0.411764706,,,,,,,,,,
37.233,13.283,-0.052361854,-1.375,,,,,,,,,,
37.25,13.306,-1.147058824,1.352941176,,,,,,,,,,
37.267,13.244,-2.28342246,-3.647058824,,,,,,,,,,
37.283,13.228,-1.570409982,-1,,,,,,,,,,
37.3,13.191,-1.558823529,-2.176470588,,,,,,,,,,
37.317,13.175,-1.003676471,-0.941176471,,,,,,,,,,
37.333,13.158,-1.288881462,-1.0625,,,,,,,,,,
37.35,13.132,-0.735294118,-1.529411765,,,,,,,,,,
37.367,13.133,-1.09837344,0.058823529,,,,,,,,,,
37.383,13.098,-1.896947415,-2.1875,,,,,,,,,,
37.4,13.071,0.117647059,-1.588235294,,,,,,,,,,
37.417,13.102,1.882241533,1.823529412,,,,,,,,,,
37.433,13.133,-0.2567959,1.9375,,,,,,,,,,
37.45,13.089,-0.794117647,-2.588235294,,,,,,,,,,
37.467,13.106,-0.287878788,1,,,,,,,,,,
37.483,13.082,-0.287878788,-1.5,,,,,,,,,,
37.5,13.099,-0.264705882,1,,,,,,,,,,
37.517,13.073,-1.192290553,-1.529411765,,,,,,,,,,
37.533,13.059,0.148172906,-0.875,,,,,,,,,,
37.55,13.08,-0.441176471,1.235294118,,,,,,,,,,
37.567,13.044,-2.089237968,-2.117647059,,,,,,,,,,
37.583,13.011,-0.463569519,-2.0625,,,,,,,,,,
37.6,13.032,0.147058824,1.235294118,,,,,,,,,,
37.617,13.016,-0.456327986,-0.941176471,,,,,,,,,,
37.633,13.016,-1.796791444,0,,,,,,,,,,
37.65,12.953,-1.588235294,-3.705882353,,,,,,,,,,
37.667,12.962,-0.033088235,0.529411765,,,,,,,,,,
37.683,12.953,-1.287990196,-0.5625,,,,,,,,,,
37.7,12.918,-0.882352941,-2.058823529,,,,,,,,,,
37.717,12.923,0.046011586,0.294117647,,,,,,,,,,
37.733,12.92,-0.3817959,-0.1875,,,,,,,,,,
37.75,12.91,0.088235294,-0.588235294,,,,,,,,,,
37.767,12.923,0.338569519,0.764705882,,,,,,,,,,
37.783,12.922,1.080102496,-0.0625,,,,,,,,,,
37.8,12.961,-1.088235294,2.294117647,,,,,,,,,,
37.817,12.885,-2.586118538,-4.470588235,,,,,,,,,,
37.833,12.872,-0.447081105,-0.8125,,,,,,,,,,
37.85,12.871,0.029411765,-0.058823529,,,,,,,,,,
37.867,12.873,-0.329322638,0.117647059,,,,,,,,,,
37.883,12.861,0.982620321,-0.75,,,,,,,,,,
37.9,12.909,1.705882353,2.823529412,,,,,,,,,,
37.917,12.919,-0.036764706,0.588235294,,,,,,,,,,
37.933,12.909,0.162878788,-0.625,,,,,,,,,,
37.95,12.926,2.764705882,1,,,,,,,,,,
37.967,13.003,2.646836007,4.529411765,,,,,,,,,,
37.983,13.017,0.30815508,0.875,,,,,,,,,,
38,13.012,0.176470588,-0.294117647,,,,,,,,,,
38.017,13.023,0.088346702,0.647058824,,,,,,,,,,
38.033,13.016,-1.879567736,-0.4375,,,,,,,,,,
38.05,12.958,-2.705882353,-3.411764706,,,,,,,,,,
38.067,12.924,-0.90530303,-2,,,,,,,,,,
38.083,12.926,-0.220811052,0.125,,,,,,,,,,
38.1,12.916,-1.823529412,-0.588235294,,,,,,,,,,
38.117,12.864,-0.967914439,-3.058823529,,,,,,,,,,
38.133,12.88,-0.169340463,1,,,,,,,,,,
38.15,12.856,-0.764705882,-1.411764706,,,,,,,,,,
38.167,12.854,0.007352941,-0.117647059,,,,,,,,,,
38.183,12.856,0.206996435,0.125,,,,,,,,,,
38.2,12.861,-0.147058824,0.294117647,,,,,,,,,,
38.217,12.851,-1.122326203,-0.588235294,,,,,,,,,,
38.233,12.825,-1.749777184,-1.625,,,,,,,,,,
38.25,12.793,-1.294117647,-1.882352941,,,,,,,,,,
38.267,12.781,-0.986185383,-0.705882353,,,,,,,,,,
38.283,12.761,-1.299910873,-1.25,,,,,,,,,,
38.3,12.738,-1.647058824,-1.352941176,,,,,,,,,,
38.317,12.705,-2.551024955,-1.941176471,,,,,,,,,,
38.333,12.655,-1.125,-3.125,,,,,,,,,,
38.35,12.672,-0.176470588,1,,,,,,,,,,
38.367,12.649,0.245543672,-1.352941176,,,,,,,,,,
38.383,12.677,1.044117647,1.75,,,,,,,,,,
38.4,12.682,1.058823529,0.294117647,,,,,,,,,,
38.417,12.713,2.2364082,1.823529412,,,,,,,,,,
38.433,12.755,1.608957219,2.625,,,,,,,,,,
38.45,12.764,1.382352941,0.529411765,,,,,,,,,,
38.467,12.802,1.792112299,2.235294118,,,,,,,,,,
38.483,12.824,1.022058824,1.375,,,,,,,,,,
38.5,12.835,-0.088235294,0.647058824,,,,,,,,,,
38.517,12.821,-0.624665775,-0.823529412,,,,,,,,,,
38.533,12.814,-0.339460784,-0.4375,,,,,,,,,,
38.55,12.81,-0.764705882,-0.235294118,,,,,,,,,,
38.567,12.788,-1.657754011,-1.294117647,,,,,,,,,,
38.583,12.756,-0.944741533,-2,,,,,,,,,,
38.6,12.759,0.264705882,0.176470588,,,,,,,,,,
38.617,12.765,-0.569407308,0.352941176,,,,,,,,,,
38.633,12.742,-1.738747772,-1.4375,,,,,,,,,,
38.65,12.707,-0.852941176,-2.058823529,,,,,,,,,,
38.667,12.713,-0.215240642,0.352941176,,,,,,,,,,
38.683,12.701,-1.013814617,-0.75,,,,,,,,,,
38.7,12.679,-0.823529412,-1.294117647,,,,,,,,,,
38.717,12.673,0.054255793,-0.352941176,,,,,,,,,,
38.733,12.68,-0.230949198,0.4375,,,,,,,,,,
38.75,12.664,-0.764705882,-0.941176471,,,,,,,,,,
38.767,12.654,-0.124220143,-0.588235294,,,,,,,,,,
38.783,12.659,0.702874332,0.3125,,,,,,,,,,
38.8,12.678,0.352941176,1.117647059,,,,,,,,,,
38.817,12.671,0.122326203,-0.411764706,,,,,,,,,,
38.833,12.681,0.264928699,0.625,,,,,,,,,,
38.85,12.679,-0.117647059,-0.117647059,,,,,,,,,,
38.867,12.677,-1.216131907,-0.117647059,,,,,,,,,,
38.883,12.641,-1.13057041,-2.25,,,,,,,,,,
38.9,12.642,-0.088235294,0.058823529,,,,,,,,,,
38.917,12.638,-1.434157754,-0.235294118,,,,,,,,,,
38.933,12.597,-1.462678253,-2.5625,,,,,,,,,,
38.95,12.592,-0.441176471,-0.294117647,,,,,,,,,,
38.967,12.582,-0.735962567,-0.588235294,,,,,,,,,,
38.983,12.568,-0.793003565,-0.875,,,,,,,,,,
39,12.556,-1.5,-0.705882353,,,,,,,,,,
39.017,12.517,-1.112299465,-2.294117647,,,,,,,,,,
39.033,12.517,-0.770053476,0,,,,,,,,,,
39.05,12.49,-2.235294118,-1.588235294,,,,,,,,,,
39.067,12.441,-1.494095365,-2.882352941,,,,,,,,,,
39.083,12.438,-0.524398396,-0.1875,,,,,,,,,,
39.1,12.423,-0.411764706,-0.882352941,,,,,,,,,,
39.117,12.424,0.092914439,0.058823529,,,,,,,,,,
39.133,12.426,0.092914439,0.125,,,,,,,,,,
39.15,12.427,1.558823529,0.058823529,,,,,,,,,,
39.167,12.479,1.547459893,3.058823529,,,,,,,,,,
39.183,12.481,0.606283422,0.125,,,,,,,,,,
39.2,12.5,1.676470588,1.117647059,,,,,,,,,,
39.217,12.538,1.502339572,2.235294118,,,,,,,,,,
39.233,12.551,0.190396613,0.8125,,,,,,,,,,
39.25,12.543,-0.5,-0.470588235,,,,,,,,,,
39.267,12.534,-0.932820856,-0.529411765,,,,,,,,,,
39.283,12.513,-1.389148841,-1.3125,,,,,,,,,,
39.3,12.488,-1.794117647,-1.470588235,,,,,,,,,,
39.317,12.452,-2.346813725,-2.117647059,,,,,,,,,,
39.333,12.411,-2.432375223,-2.5625,,,,,,,,,,
39.35,12.372,-1.441176471,-2.294117647,,,,,,,,,,
39.367,12.362,-1.347704991,-0.588235294,,,,,,,,,,
39.383,12.329,-0.292446524,-2.0625,,,,,,,,,,
39.4,12.356,0.617647059,1.588235294,,,,,,,,,,
39.417,12.35,0.569407308,-0.352941176,,,,,,,,,,
39.433,12.373,1.567624777,1.4375,,,,,,,,,,
39.45,12.402,1,1.705882353,,,,,,,,,,
39.467,12.407,1.655860071,0.294117647,,,,,,,,,,
39.483,12.454,2.02662656,2.9375,,,,,,,,,,
39.5,12.472,0.264705882,1.058823529,,,,,,,,,,
39.517,12.463,0.355057932,-0.529411765,,,,,,,,,,
39.533,12.482,-1.18504902,1.1875,,,,,,,,,,
39.55,12.419,-1.852941176,-3.705882353,,,,,,,,,,
39.567,12.419,-0.386363636,0,,,,,,,,,,
39.583,12.407,-0.528966132,-0.75,,,,,,,,,,
39.6,12.402,-0.735294118,-0.294117647,,,,,,,,,,
39.617,12.382,-0.473819073,-1.176470588,,,,,,,,,,
39.633,12.385,-0.217134581,0.1875,,,,,,,,,,
39.65,12.374,-0.529411765,-0.647058824,,,,,,,,,,
39.667,12.367,0.025735294,-0.411764706,,,,,,,,,,
39.683,12.374,1.42323975,0.4375,,,,,,,,,,
39.7,12.416,1.705882353,2.470588235,,,,,,,,,,
39.717,12.432,0.424131016,0.941176471,,,,,,,,,,
39.733,12.431,0.62377451,-0.0625,,,,,,,,,,
39.75,12.454,1.176470588,1.352941176,,,,,,,,,,
39.767,12.471,0.517045455,1,,,,,,,,,,
39.783,12.472,1.001893939,0.0625,,,,,,,,,,
39.8,12.506,1.558823529,2,,,,,,,,,,
39.817,12.525,1.379010695,1.117647059,,,,,,,,,,
39.833,12.551,0.89416221,1.625,,,,,,,,,,
39.85,12.553,-0.470588235,0.117647059,,,,,,,,,,
39.867,12.535,0.581327986,-1.058823529,,,,,,,,,,
39.883,12.569,0.666889483,2.125,,,,,,,,,,
39.9,12.554,-0.588235294,-0.882352941,,,,,,,,,,
39.917,12.549,-0.657754011,-0.294117647,,,,,,,,,,
39.933,12.533,-1.171122995,-1,,,,,,,,,,
39.95,12.51,-1.147058824,-1.352941176,,,,,,,,,,
39.967,12.494,0.219808378,-0.941176471,,,,,,,,,,
39.983,12.515,0.47649287,1.3125,,,,,,,,,,
40,12.508,-0.441176471,-0.411764706,,,,,,,,,,
40.017,12.5,-2.095588235,-0.470588235,,,,,,,,,,
40.033,12.442,-2.780080214,-3.625,,,,,,,,,,
40.05,12.41,-1.205882353,-1.882352941,,,,,,,,,,
40.067,12.401,-1.222593583,-0.529411765,,,,,,,,,,
40.083,12.371,-0.766265597,-1.875,,,,,,,,,,
40.1,12.378,0.411764706,0.411764706,,,,,,,,,,
40.117,12.385,-0.830659537,0.411764706,,,,,,,,,,
40.133,12.353,-0.602495544,-2,,,,,,,,,,
40.15,12.368,1.470588235,0.882352941,,,,,,,,,,
40.167,12.403,1.770944742,2.058823529,,,,,,,,,,
40.183,12.427,0.459001783,1.5,,,,,,,,,,
40.2,12.416,-0.205882353,-0.647058824,,,,,,,,,,
40.217,12.42,0.210672906,0.235294118,,,,,,,,,,
40.233,12.423,-0.074532086,0.1875,,,,,,,,,,
40.25,12.417,-1.294117647,-0.352941176,,,,,,,,,,
40.267,12.379,-1.72771836,-2.235294118,,,,,,,,,,
40.283,12.359,-0.729500891,-1.25,,,,,,,,,,
40.3,12.356,-2.176470588,-0.176470588,,,,,,,,,,
40.317,12.285,-2.926470588,-4.176470588,,,,,,,,,,
40.333,12.257,-0.587789661,-1.75,,,,,,,,,,
40.35,12.268,-0.117647059,0.647058824,,,,,,,,,,
40.367,12.253,-1.393716578,-0.882352941,,,,,,,,,,
40.383,12.223,-1.108511586,-1.875,,,,,,,,,,
40.4,12.218,0.411764706,-0.294117647,,,,,,,,,,
40.417,12.237,1.411207665,1.117647059,,,,,,,,,,
40.433,12.264,-0.100378788,1.6875,,,,,,,,,,
40.45,12.23,0.058823529,-2,,,,,,,,,,
40.467,12.266,1.380904635,2.117647059,,,,,,,,,,
40.483,12.277,0.382687166,0.6875,,,,,,,,,,
40.5,12.278,1.705882353,0.058823529,,,,,,,,,,
40.517,12.335,1.657865419,3.352941176,,,,,,,,,,
40.533,12.336,0.830770945,0.0625,,,,,,,,,,
40.55,12.364,0.970588235,1.647058824,,,,,,,,,,
40.567,12.369,0.528966132,0.294117647,,,,,,,,,,
40.583,12.381,0.814171123,0.75,,,,,,,,,,
40.6,12.396,2.176470588,0.882352941,,,,,,,,,,
40.617,12.455,1.940285205,3.470588235,,,,,,,,,,
40.633,12.463,1.198752228,0.5,,,,,,,,,,
40.65,12.496,8.53E-13,1.941176471,,,,,,,,,,
40.667,12.463,0.636475045,-1.941176471,,,,,,,,,,
40.683,12.512,1.035762032,3.0625,,,,,,,,,,
40.7,12.493,-0.705882353,-1.117647059,,,,,,,,,,
40.717,12.488,-0.915329768,-0.294117647,,,,,,,,,,
40.733,12.464,0.482174688,-1.5,,,,,,,,,,
40.75,12.508,-0.852941176,2.588235294,,,,,,,,,,
40.767,12.435,-1.50245098,-4.294117647,,,,,,,,,,
40.783,12.453,-0.104946524,1.125,,,,,,,,,,
40.8,12.429,-1.029411765,-1.411764706,,,,,,,,,,
40.817,12.418,-1.183043672,-0.647058824,,,,,,,,,,
40.833,12.391,-0.213346702,-1.6875,,,,,,,,,,
40.85,12.414,0.705882353,1.352941176,,,,,,,,,,
40.867,12.415,0.060717469,0.058823529,,,,,,,,,,
40.883,12.416,-1.051581996,0.0625,,,,,,,,,,
40.9,12.378,-0.294117647,-2.235294118,,,,,,,,,,
40.917,12.406,0.444407308,1.647058824,,,,,,,,,,
40.933,12.395,-0.496769162,-0.6875,,,,,,,,,,
40.95,12.39,0.529411765,-0.294117647,,,,,,,,,,
40.967,12.413,1.911653298,1.352941176,,,,,,,,,,
40.983,12.452,0.656751337,2.4375,,,,,,,,,,
41,12.431,-0.676470588,-1.235294118,,,,,,,,,,
41.017,12.429,-0.861965241,-0.117647059,,,,,,,,,,
41.033,12.404,-0.57676025,-1.5625,,,,,,,,,,
41.05,12.412,-0.911764706,0.470588235,,,,,,,,,,
41.067,12.373,-1.241087344,-2.294117647,,,,,,,,,,
41.083,12.369,-1.069964349,-0.25,,,,,,,,,,
41.1,12.336,-2.970588235,-1.941176471,,,,,,,,,,
41.117,12.268,-4.386363636,-4,,,,,,,,,,
41.133,12.192,-4.500445633,-4.75,,,,,,,,,,
41.15,12.12,-4,-4.235294118,,,,,,,,,,
41.167,12.056,-6.010918004,-3.764705882,,,,,,,,,,
41.183,11.926,-6.895053476,-8.125,,,,,,,,,,
41.2,11.831,-4.470588235,-5.588235294,,,,,,,,,,
41.217,11.774,-4.298016934,-3.352941176,,,,,,,,,,
41.233,11.691,-4.725824421,-5.1875,,,,,,,,,,
41.25,11.619,-5,-4.235294118,,,,,,,,,,
41.267,11.521,-3.374554367,-5.764705882,,,,,,,,,,
41.283,11.503,-2.946746881,-1.125,,,,,,,,,,
41.3,11.42,-4.794117647,-4.882352941,,,,,,,,,,
41.317,11.34,-2.732397504,-4.705882353,,,,,,,,,,
41.333,11.326,-4.643270945,-0.875,,,,,,,,,,
41.35,11.179,-5.352941176,-8.647058824,,,,,,,,,,
41.367,11.144,-6.14973262,-2.058823529,,,,,,,,,,
41.383,10.984,-6.434937611,-10,,,,,,,,,,
41.4,10.939,-3.176470588,-2.647058824,,,,,,,,,,
41.417,10.876,-7.302473262,-3.705882353,,,,,,,,,,
41.433,10.705,-6.047571301,-10.6875,,,,,,,,,,
41.45,10.686,-5.882352941,-1.117647059,,,,,,,,,,
41.467,10.505,-7.029634581,-10.64705882,,,,,,,,,,
41.483,10.447,-3.521613191,-3.625,,,,,,,,,,
41.5,10.389,-6.176470588,-3.411764706,,,,,,,,,,
41.517,10.237,-4.431706774,-8.941176471,,,,,,,,,,
41.533,10.234,-4.716911765,-0.1875,,,,,,,,,,
41.55,10.072,-6.058823529,-9.529411765,,,,,,,,,,
41.567,10.028,-4.513235294,-2.588235294,,,,,,,,,,
41.583,9.9268,-9.053698752,-6.325,,,,,,,,,,
41.6,9.7236,-6.794117647,-11.95294118,,,,,,,,,,
41.617,9.6958,-4.968816845,-1.635294118,,,,,,,,,,
41.633,9.5661,-6.771312389,-8.10625,,,,,,,,,,
41.65,9.4751,-4.282352941,-5.352941176,,,,,,,,,,
41.667,9.4205,-6.63790107,-3.211764706,,,,,,,,,,
41.683,9.2627,-6.30706328,-9.8625,,,,,,,,,,
41.7,9.2197,-4.879411765,-2.529411765,,,,,,,,,,
41.717,9.0968,-7.471836007,-7.229411765,,,,,,,,,,
41.733,8.9736,-4.345989305,-7.7,,,,,,,,,,
41.75,8.9603,-5.582352941,-0.782352941,,,,,,,,,,
41.767,8.7838,-7.271557487,-10.38235294,,,,,,,,,,
41.783,8.7143,-4.513625223,-4.34375,,,,,,,,,,
41.8,8.6345,-7.402941176,-4.694117647,,,,,,,,,,
41.817,8.4626,-7.262711676,-10.11176471,,,,,,,,,,
41.833,8.3893,-6.749342692,-4.58125,,,,,,,,,,
41.85,8.2354,-10.09705882,-9.052941176,,,,,,,,,,
41.867,8.046,-6.77337344,-11.14117647,,,,,,,,,,
41.883,8.0034,-5.914906417,-2.6625,,,,,,,,,,
41.9,7.8441,-6.897058824,-9.370588235,,,,,,,,,,
41.917,7.7689,-5.586597594,-4.423529412,,,,,,,,,,
41.933,7.662,-7.334904189,-6.68125,,,,,,,,,,
41.95,7.5255,-6.838235294,-8.029411765,,,,,,,,,,
41.967,7.4295,-8.031149733,-5.647058824,,,,,,,,,,
41.983,7.2651,-10.32134581,-10.275,,,,,,,,,,
42,7.0888,-7.514705882,-10.37058824,,,,,,,,,,
42.017,7.0096,-8.472838681,-4.658823529,,,,,,,,,,
42.033,6.8166,-11.55020053,-12.0625,,,,,,,,,,
42.05,6.6295,-8.185294118,-11.00588235,,,,,,,,,,
42.067,6.5383,-8.963190731,-5.364705882,,,,,,,,,,
42.083,6.3407,-11.75534759,-12.35,,,,,,,,,,
42.1,6.1516,-8.935294118,-11.12352941,,,,,,,,,,
42.117,6.0369,-7.495543672,-6.747058824,,,,,,,,,,
42.133,5.9057,-7.036363636,-8.2,,,,,,,,,,
42.15,5.8071,-6.311764706,-5.8,,,,,,,,,,
42.167,5.6911,-4.522203654,-6.823529412,,,,,,,,,,
42.183,5.6534,-5.449119875,-2.35625,,,,,,,,,,
42.2,5.5049,-6.620588235,-8.735294118,,,,,,,,,,
42.217,5.4283,-3.553041444,-4.505882353,,,,,,,,,,
42.233,5.3858,-2.352328431,-2.65625,,,,,,,,,,
42.25,5.3513,-2.691176471,-2.029411765,,,,,,,,,,
42.267,5.2943,-3.064872995,-3.352941176,,,,,,,,,,
42.283,5.2496,-1.707297237,-2.79375,,,,,,,,,,
42.3,5.2402,-1.008823529,-0.552941176,,,,,,,,,,
42.317,5.2153,-6.141789216,-1.464705882,,,,,,,,,,
42.333,5.0466,-3.697582442,-10.54375,,,,,,,,,,
42.35,5.1074,-0.591176471,3.576470588,,,,,,,,,,
42.367,5.0265,-7.561853832,-4.758823529,,,,,,,,,,
42.383,4.8633,-8.657040998,-10.2,,,,,,,,,,
42.4,4.744,-5.935294118,-7.017647059,,,,,,,,,,
42.417,4.6615,-6.274532086,-4.852941176,,,,,,,,,,
42.433,4.5397,-7.378275401,-7.6125,,,,,,,,,,
42.45,4.4185,-6.061764706,-7.129411765,,,,,,,,,,
42.467,4.3336,-4.671958556,-4.994117647,,,,,,,,,,
42.483,4.2637,-5.347894385,-4.36875,,,,,,,,,,
42.5,4.1551,-5.791176471,-6.388235294,,,,,,,,,,
42.517,4.0668,-3.49714795,-5.194117647,,,,,,,,,,
42.533,4.0364,-1.609090909,-1.9,,,,,,,,,,
42.55,4.0143,-3.505882353,-1.3,,,,,,,,,,
42.567,3.9172,-5.390173797,-5.711764706,,,,,,,,,,
42.583,3.8358,-6.847571301,-5.0875,,,,,,,,,,
42.6,3.6876,-9.885294118,-8.717647059,,,,,,,,,,
42.617,3.4997,-8.572259358,-11.05294118,,,,,,,,,,
42.633,3.3999,-7.899175579,-6.2375,,,,,,,,,,
42.65,3.2356,-8.876470588,-9.664705882,,,,,,,,,,
42.667,3.0981,-14.26323529,-8.088235294,,,,,,,,,,
42.683,2.7769,-21.16234403,-20.075,,,,,,,,,,
42.7,2.3975,-22.42352941,-22.31764706,,,,,,,,,,
42.717,2.0145,-21.70289661,-22.52941176,,,,,,,,,,
42.733,1.6797,-19.05904635,-20.925,,,,,,,,,,
42.75,1.3894,-17.35294118,-17.07647059,,,,,,,,,,
42.767,1.0897,-16.50153298,-17.62941176,,,,,,,,,,
42.783,0.84266,-14.14060606,-15.44,,,,,,,,,,
42.8,0.62574,-13.94235294,-12.76,,,,,,,,,,
42.817,0.36862,-8.209270276,-15.12470588,,,,,,,,,,
42.833,0.34141,-1.53119541,-1.700625,,,,,,,,,,
42.85,0.31844,-0.953529412,-1.351176471,,,,,,,,,,
42.867,0.30899,-0.64815508,-0.555882353,,,,,,,,,,
42.883,0.29723,0.815231729,-0.735,,,,,,,,,,
42.9,0.33909,2.179705882,2.462352941,,,,,,,,,,
42.917,0.37134,0.916566399,1.897058824,,,,,,,,,,
42.933,0.37124,-0.832025401,-0.00625,,,,,,,,,,
42.95,0.34218,-1.238529412,-1.709411765,,,,,,,,,,
42.967,0.32913,-2.285014483,-0.767647059,,,,,,,,,,
42.983,0.26972,-1.808436943,-3.713125,,,,,,,,,,
43,0.27338,0.046470588,0.215294118,,,,,,,,,,
43.017,0.2713,0.518290998,-0.122352941,,,,,,,,,,
43.033,0.28924,-0.98844697,1.12125,,,,,,,,,,
43.05,0.23433,-2.331470588,-3.23,,,,,,,,,,
43.067,0.20997,-1.219891934,-1.432941176,,,,,,,,,,
43.083,0.19366,-0.087913324,-1.019375,,,,,,,,,,
43.1,0.20899,0.144117647,0.901764706,,,,,,,,,,
43.117,0.19856,-0.320650624,-0.613529412,,,,,,,,,,
43.133,0.19784,-0.273306595,-0.045,,,,,,,,,,
43.15,0.18907,0.245,-0.515882353,,,,,,,,,,
43.167,0.20617,-1.055500223,1.005882353,,,,,,,,,,
43.183,0.15824,-0.580919118,-2.995625,,,,,,,,,,
43.2,0.19198,1.406176471,1.984705882,,,,,,,,,,
43.217,0.20605,-0.117731729,0.827647059,,,,,,,,,,
43.233,0.18993,-1.812134581,-1.0075,,,,,,,,,,
43.25,0.14459,-1.844705882,-2.667058824,,,,,,,,,,
43.267,0.12721,0.442211453,-1.022352941,,,,,,,,,,
43.283,0.15634,1.211409314,1.820625,,,,,,,,,,
43.3,0.16593,-0.071176471,0.564117647,,,,,,,,,,
43.317,0.15392,2.480177139,-0.706470588,,,,,,,,,,
43.333,0.24159,2.272833111,5.479375,,,,,,,,,,
43.35,0.22231,0.052352941,-1.134117647,,,,,,,,,,
43.367,0.24337,1.710471257,1.238823529,,,,,,,,,,
43.383,0.27784,1.254713681,2.154375,,,,,,,,,,
43.4,0.28292,0.451764706,0.298823529,,,,,,,,,,
43.417,0.2932,-0.009138815,0.604705882,,,,,,,,,,
43.433,0.28381,-0.600653966,-0.586875,,,,,,,,,,
43.45,0.27335,-0.726470588,-0.615294118,,,,,,,,,,
43.467,0.25911,-3.191491756,-0.837647059,,,,,,,,,,
43.483,0.1726,-4.132953431,-5.406875,,,,,,,,,,
43.5,0.12535,-4.009911765,-2.779411765,,,,,,,,,,
43.517,0.036263,-6.560951537,-5.240411765,,,,,,,,,,
43.533,-0.088598,-5.453928365,-7.8038125,,,,,,,,,,
43.55,-0.13887,-3.856235294,-2.957176471,,,,,,,,,,
43.567,-0.21971,-3.916089572,-4.755294118,,,,,,,,,,
43.583,-0.26973,-3.224182264,-3.12625,,,,,,,,,,
43.6,-0.32631,-3.666470588,-3.328235294,,,,,,,,,,
43.617,-0.39439,-2.675122549,-4.004705882,,,,,,,,,,
43.633,-0.41717,-1.652377451,-1.42375,,,,,,,,,,
43.65,-0.44939,-0.985294118,-1.895294118,,,,,,,,,,
43.667,-0.45067,0.617092246,-0.075294118,,,,,,,,,,
43.683,-0.43037,0.410033422,1.26875,,,,,,,,,,
43.7,-0.43891,0.073529412,-0.502352941,,,,,,,,,,
43.717,-0.42787,0.36799131,0.649411765,,,,,,,,,,
43.733,-0.42622,0.230237299,0.103125,,,,,,,,,,
43.75,-0.42001,0.396176471,0.365294118,,,,,,,,,,
43.767,-0.41275,0.060884581,0.427058824,,,,,,,,,,
43.783,-0.41729,0.921348039,-0.28375,,,,,,,,,,
43.8,-0.37986,0.692941176,2.201764706,,,,,,,,,,
43.817,-0.39373,-0.306393717,-0.815882353,,,,,,,,,,
43.833,-0.39096,0.59342803,0.173125,,,,,,,,,,
43.85,-0.37328,2.806764706,1.04,,,,,,,,,,
43.867,-0.29553,2.686578654,4.573529412,,,,,,,,,,
43.883,-0.28096,0.401801471,0.910625,,,,,,,,,,
43.9,-0.28332,0.027352941,-0.138823529,,,,,,,,,,
43.917,-0.28003,-0.103213012,0.193529412,,,,,,,,,,
43.933,-0.28615,-0.458863636,-0.3825,,,,,,,,,,
43.95,-0.29533,-0.222647059,-0.54,,,,,,,,,,
43.967,-0.29372,0.109346034,0.094705882,,,,,,,,,,
43.983,-0.29175,0.504354947,0.123125,,,,,,,,,,
44,-0.27629,-1.084705882,0.909411765,,,,,,,,,,
44.017,-0.32863,-2.005338681,-3.078823529,,,,,,,,,,
44.033,-0.34455,-0.314928699,-0.995,,,,,,,,,,
